Ano,Mes,Dia,Codigo do Item,Ordem de Producao,Horas Totais,Horas Paradas,Horas Efetivas,kg,t/h,Horas OE,Horas Disponiveis,Turno
2024,3,8,14205355,21730746,0.40,0.00,0.40,"9,709",24.27,0.00,0.40,1
2024,3,8,14205355,21730746,0.45,0.35,0.10,"1,509",3.35,0.35,0.45,2
2024,3,8,14022605,21741497,1.28,0.25,1.03,"37,110",28.92,0.25,1.28,2
2024,3,8,14023025,21741577,0.20,0.00,0.20,"3,150",15.75,0.00,0.20,2
2024,3,8,13931985,21704860,1.23,0.30,0.93,"29,880",24.23,0.30,1.23,2
2024,3,8,17017215,21745967,0.72,0.00,0.72,"14,070",19.63,0.00,0.72,2
2024,3,8,14022555,21730742,1.97,0.75,1.22,"37,200",18.92,0.75,1.97,2
2024,3,8,14205355,21730747,0.82,0.25,0.57,"11,112",13.61,0.25,0.82,2
2024,3,8,12462525,21749159,0.73,0.25,0.48,"7,470",10.19,0.25,0.73,2
2024,3,8,11911075,21741677,1.80,0.32,1.48,"37,500",20.83,0.32,1.48,2
2024,3,11,11862055,21741513,3.32,0.50,2.82,"102,000",30.75,0.50,3.15,1
2024,3,11,11862375,21730740,3.98,0.50,3.48,"150,360",37.75,0.50,3.98,1
2024,3,11,13947175,21748779,0.28,0.00,0.28,"7,350",25.94,0.00,0.28,1
2024,3,11,13947195,21748780,0.30,0.00,0.30,"7,500",25.00,0.00,0.30,1
2024,3,11,11862075,21704855,1.77,0.67,1.10,"36,990",20.94,0.67,1.77,1
2024,3,11,13849215,21748778,0.07,0.00,0.07,"3,000",45.00,0.00,0.07,1
2024,3,11,13849215,21748778,0.23,0.00,0.23,"4,530",19.41,0.00,0.23,2
2024,3,11,11862185,21741691,3.07,0.47,2.60,"101,580",33.12,0.47,3.07,2
2024,3,11,17178205,21741519,1.05,0.90,0.15,"1,020",0.97,0.90,1.05,2
2024,3,11,13296015,21741516,0.27,0.12,0.15,"4,590",17.21,0.12,0.27,2
2024,3,11,11862295,21748800,1.73,0.63,1.10,"37,500",21.63,0.63,1.73,2
2024,3,11,14022505,21748034,0.90,0.33,0.57,"22,500",25.00,0.33,0.90,2
2024,3,11,14022595,21758456,0.82,0.63,0.18,"7,500",9.18,0.63,0.82,2
2024,3,11,13951325,21755534,1.13,0.87,0.27,"14,500",12.79,0.87,0.92,2
2024,3,12,11863005,21741514,1.58,0.80,0.78,"15,000",9.47,0.80,1.42,1
2024,3,12,11863585,21747898,0.45,0.45,0.00,"1,560",3.47,0.45,0.45,1
2024,3,12,11863585,21763810,5.48,0.80,4.68,"156,000",28.45,0.80,5.48,1
2024,3,12,11867295,21747899,2.23,0.33,1.90,"98,280",44.01,0.33,2.23,1
2024,3,12,11867295,21747899,1.48,0.00,1.48,"56,970",38.41,0.00,1.48,2
2024,3,12,11869645,21765900,0.87,0.43,0.43,"14,940",17.24,0.43,0.43,2
2024,3,12,17319805,21747902,0.58,0.20,0.38,"6,600",11.31,0.20,0.38,2
2024,3,12,13849705,21764023,0.12,0.00,0.12,"1,500",12.86,0.00,0.12,2
2024,3,12,11867295,21765446,3.42,0.20,3.22,"117,000",34.24,0.20,3.42,2
2024,3,12,11862375,21765919,2.78,1.15,1.63,"69,000",24.79,1.15,2.08,2
2024,3,13,11862375,21765919,1.10,0.17,0.93,"33,780",30.71,0.17,0.93,1
2024,3,13,11862395,21765921,2.95,0.57,2.38,"102,300",34.68,0.57,2.95,1
2024,3,13,12969655,21764784,0.87,0.17,0.70,"15,090",17.41,0.17,0.87,1
2024,3,13,11911015,21766776,2.40,0.17,2.23,"75,000",31.25,0.17,2.40,1
2024,3,13,11911075,21764783,1.12,0.00,1.12,"37,500",33.58,0.00,1.12,1
2024,3,13,12969685,21765006,0.62,0.17,0.45,"14,940",24.23,0.17,0.62,1
2024,3,13,13296015,13296015,0.65,0.20,0.45,"15,000",23.08,0.20,0.65,1
2024,3,13,13296015,13296015,1.40,0.50,0.90,"22,710",16.22,0.50,1.40,2
2024,3,13,11862205,21772436,2.58,0.58,2.00,"83,580",32.35,0.58,2.00,2
2024,3,13,11862995,21749394,4.83,0.25,4.58,"165,000",34.14,0.25,4.83,2
2024,3,13,12663555,21749233,0.47,0.23,0.23,"6,000",12.86,0.23,0.23,2
2024,3,14,12663555,21749233,2.85,0.50,2.35,"69,000",24.21,0.50,2.68,1
2024,3,14,11906175,21764780,1.22,0.47,0.75,"22,500",18.49,0.47,1.22,1
2024,3,14,11863235,21764779,2.07,0.67,1.40,"37,500",18.15,0.67,1.90,1
2024,3,14,11861965,21749228,3.50,1.15,2.35,"82,500",23.57,1.15,3.23,1
2024,3,14,14030805,21730745,0.10,0.00,0.10,"1,270",12.70,0.00,0.10,1
2024,3,14,14030805,21730745,1.75,1.17,0.58,"21,470",12.27,1.17,1.75,2
2024,3,14,17170665,21772876,0.10,0.00,0.10,"1,020",10.20,0.00,0.10,2
2024,3,14,14030805,21772875,0.70,0.38,0.32,"12,750",18.21,0.38,0.70,2
2024,3,14,11906035,21775546,0.43,0.00,0.43,"3,990",9.21,0.00,0.43,2
2024,3,14,11863315,21772871,4.92,0.67,4.25,"150,000",30.51,0.67,4.75,2
2024,3,14,14022975,21772874,0.50,0.28,0.22,"3,080",6.16,0.28,0.50,2
2024,3,14,11863365,21772872,0.83,0.50,0.33,"10,500",12.60,0.50,0.60,2
2024,3,15,11863365,21772872,0.75,0.17,0.58,"12,000",16.00,0.17,0.58,1
2024,3,15,13599145,21772873,0.82,0.00,0.82,"22,650",27.73,0.00,0.82,1
2024,3,15,11863175,21772881,0.17,0.00,0.17,"1,530",9.18,0.00,0.17,1
2024,3,15,11863325,21781125,0.35,0.17,0.18,"6,000",17.14,0.17,0.35,1
2024,3,15,17260795,21772877,0.45,0.00,0.45,"7,920",17.60,0.00,0.45,1
2024,3,15,11862145,21781111,0.72,0.00,0.72,"13,530",18.88,0.00,0.72,1
2024,3,15,11869645,21773528,3.65,1.32,2.33,"82,800",22.68,1.32,2.83,1
2024,3,15,13735595,21781858,0.20,0.15,0.05,"1,470",7.35,0.15,0.20,1
2024,3,15,13849705,21774665,0.30,0.00,0.30,"3,030",10.10,0.00,0.30,1
2024,3,15,11869705,21781857,0.23,0.17,0.07,"4,620",19.80,0.17,0.23,1
2024,3,15,11867295,21773009,2.00,0.00,2.00,"78,000",39.00,0.00,2.00,1
2024,3,15,11863585,21788198,4.62,0.72,3.90,"155,130",33.60,0.72,4.62,2
2024,3,15,13848995,21790175,0.57,0.00,0.57,"14,880",26.26,0.00,0.57,2
2024,3,15,11867185,21790173,1.17,0.50,0.67,"38,850",33.30,0.50,1.17,2
2024,3,15,13824055,21790173,1.40,0.50,0.90,"30,000",21.43,0.50,1.40,2
2024,3,15,11867325,21749354,1.52,0.65,0.87,"31,200",20.57,0.65,1.20,2
2024,3,18,11867325,21749354,4.98,1.83,3.15,"107,640",21.60,1.83,4.65,1
2024,3,18,11862175,21749351,4.80,1.60,3.20,"132,600",27.63,1.60,4.53,1
2024,3,18,11862175,21749351,1.05,0.27,0.78,"23,280",22.17,0.27,1.05,2
2024,3,18,11862395,21782202,3.28,1.53,1.75,"74,070",22.56,1.53,2.87,2
2024,3,18,17025715,21791232,0.12,0.00,0.12,"1,500",12.86,0.00,0.12,2
2024,3,18,11862075,21791224,0.53,0.00,0.53,"19,000",35.63,0.00,0.53,2
2024,3,18,14433515,21797559,0.15,0.00,0.15,"1,500",10.00,0.00,0.15,2
2024,3,18,13849655,21795583,0.50,0.00,0.50,"7,470",14.94,0.00,0.50,2
2024,3,18,13935485,21791392,0.83,0.00,0.83,"25,170",30.20,0.00,0.83,2
2024,3,18,13951845,21791393,0.33,0.00,0.33,"6,150",18.45,0.00,0.33,2
2024,3,18,14022595,21791230,1.33,0.55,0.78,"22,530",16.90,0.55,1.33,2
2024,3,18,13986725,21791394,1.05,0.40,0.65,"17,677",16.84,0.40,0.65,2
2024,3,19,13986725,21791394,0.67,0.48,0.18,"4,583",6.87,0.48,0.18,1
2024,3,19,11906065,21791227,5.47,4.83,0.63,"22,230",4.07,4.83,1.03,1
2024,3,19,17229025,21795585,1.07,0.00,1.07,"34,230",32.09,0.00,1.07,1
2024,3,19,11862375,21791226,2.55,0.62,1.93,"74,000",29.02,0.62,2.55,1
2024,3,19,11862375,21791226,1.08,0.25,0.83,"27,460",25.35,0.25,1.08,2
2024,3,19,12842115,21797411,0.57,0.37,0.20,"7,380",13.02,0.37,0.57,2
2024,3,19,13936295,21806297,0.60,0.35,0.25,"8,850",14.75,0.35,0.60,2
2024,3,19,11869595,21806321,0.40,0.30,0.10,"2,550",6.38,0.30,0.10,2
2024,3,19,11863585,21749353,6.62,2.27,4.35,"154,440",23.34,2.27,4.80,2
2024,3,20,11863585,21749353,0.38,0.33,0.05,"1,530",3.99,0.33,0.22,1
2024,3,20,11869705,21795586,2.22,2.18,0.03,"3,000",1.35,2.18,2.22,1
2024,3,20,11863185,21801471,0.87,0.38,0.48,"15,060",17.38,0.38,0.87,1
2024,3,20,11867185,21790172,4.53,0.58,3.95,"156,000",34.41,0.58,4.53,1
2024,3,20,11861705,21798846,0.30,0.00,0.30,"4,020",13.40,0.00,0.30,1
2024,3,20,11856075,21798843,1.42,0.58,0.83,"30,000",21.18,0.58,1.42,1
2024,3,20,11862185,21798849,3.02,1.03,1.98,"81,840",27.13,1.03,3.02,2
2024,3,20,11856065,21799047,0.25,0.00,0.25,"6,330",25.32,0.00,0.25,2
2024,3,20,12916725,21814221,0.67,0.63,0.03,"4,440",6.66,0.63,0.20,2
2024,3,20,11856125,21798845,0.63,0.00,0.63,"20,100",31.74,0.00,0.63,2
2024,3,20,11863035,21798851,0.97,0.00,0.97,"29,730",30.76,0.00,0.97,2
2024,3,20,11862205,21791225,2.83,0.63,2.20,"82,500",29.12,0.63,2.83,2
2024,3,20,13931985,21798858,0.87,0.48,0.38,"13,500",15.58,0.48,0.55,2
2024,3,21,13931985,21798858,2.17,1.50,0.67,"15,000",6.92,1.50,1.83,1
2024,3,21,13171215,21815948,0.80,0.00,0.80,"22,650",28.31,0.00,0.80,1
2024,3,21,11863315,21799048,3.15,0.48,2.67,"82,230",26.10,0.48,3.15,1
2024,3,21,11862395,21798850,3.63,0.82,2.82,"107,250",29.52,0.82,3.63,1
2024,3,21,11862395,21798850,0.55,0.17,0.38,"16,860",30.65,0.17,0.38,2
2024,3,21,13174205,21822767,0.48,0.35,0.13,"2,975",6.16,0.35,0.33,2
2024,3,21,11862055,21798847,1.98,0.00,1.98,"82,230",41.46,0.00,1.98,2
2024,3,21,11911005,21822941,0.47,0.33,0.13,"7,200",15.43,0.33,0.47,2
2024,3,21,11862035,21824602,2.05,0.92,1.13,"40,980",19.99,0.92,1.77,2
2024,3,21,11869595,21822634,1.17,0.65,0.52,"12,780",10.95,0.65,0.77,2
2024,3,21,11867325,21798856,2.53,0.85,1.68,"76,440",30.17,0.85,2.22,2
2024,3,22,11867325,21798856,3.25,1.17,2.08,"79,560",24.48,1.17,2.78,1
2024,3,22,13824055,21823335,1.43,0.60,0.83,"22,500",15.70,0.60,1.43,1
2024,3,22,11869645,21798857,3.02,0.20,2.82,"75,000",24.86,0.20,2.82,1
2024,3,22,11869705,21814220,1.98,0.33,1.65,"45,000",22.69,0.33,1.98,1
2024,3,22,11863585,21798852,0.05,0.00,0.05,"1,560",31.20,0.00,0.05,1
2024,3,22,11863585,21798852,4.00,0.00,4.00,"153,780",38.45,0.00,4.00,2
2024,3,22,11860865,21814218,1.42,0.33,1.08,"37,350",26.36,0.33,1.42,2
2024,3,22,11863185,21832833,2.55,0.33,2.22,"59,820",23.46,0.33,2.55,2
2024,3,22,11863025,21814224,1.32,0.88,0.43,"18,000",13.67,0.88,0.68,2
2024,3,25,11863025,21814224,2.23,0.17,2.07,"64,500",28.88,0.17,2.07,1
2024,3,25,17138245,21825151,1.47,0.92,0.55,"15,000",10.23,0.92,1.47,1
2024,3,25,13931985,21832834,0.65,0.33,0.32,"4,500",6.92,0.33,0.65,1
2024,3,25,14022615,21814222,1.23,0.00,1.23,"22,500",18.24,0.00,1.23,1
2024,3,25,12485595,21791229,4.00,1.53,2.47,"82,380",20.60,1.53,3.72,1
2024,3,25,17138245,21825153,0.13,0.00,0.13,"2,000",15.00,0.00,0.13,1
2024,3,25,17138245,21825153,1.18,0.83,0.35,"13,000",10.99,0.83,1.18,2
2024,3,25,13296015,21825145,1.72,0.95,0.77,"22,410",13.05,0.95,1.72,2
2024,3,25,14022555,21825148,2.10,0.75,1.35,"44,700",21.29,0.75,2.10,2
2024,3,25,17138245,21801472,1.50,1.03,0.47,"15,200",10.13,1.03,1.50,2
2024,3,25,14022655,21825149,1.30,0.95,0.35,"9,000",6.92,0.95,1.30,2
2024,3,25,11862075,21825143,1.45,0.32,1.13,"46,200",31.86,0.32,1.13,2
2024,3,26,11862075,21825143,1.85,0.70,1.15,"36,300",19.62,0.70,1.68,1
2024,3,26,11862565,21825275,1.58,0.87,0.72,"19,940",12.59,0.87,1.13,1
2024,3,26,11906065,21832997,1.25,0.00,1.25,"37,590",30.07,0.00,1.25,1
2024,3,26,13296015,21836606,4.12,1.40,2.72,"75,000",18.22,1.40,4.12,1
2024,3,26,13171215,21847119,0.28,0.00,0.28,"7,500",26.47,0.00,0.28,1
2024,3,26,17138245,21801473,0.63,0.17,0.47,"9,000",14.21,0.17,0.63,1
2024,3,26,17138245,21801473,1.58,1.55,0.03,"6,000",3.79,1.55,1.58,2
2024,3,26,11911075,21836605,1.32,0.00,1.32,"37,530",28.50,0.00,1.32,2
2024,3,26,13849205,21836607,0.18,0.00,0.18,"4,560",24.87,0.00,0.18,2
2024,3,26,17360105,21838488,0.52,0.00,0.52,"11,875",22.98,0.00,0.52,2
2024,3,26,13935485,21847120,0.32,0.00,0.32,"8,070",25.48,0.00,0.32,2
2024,3,26,17359605,21847121,0.32,0.20,0.12,"3,975",12.55,0.20,0.32,2
2024,3,26,11862145,21825154,0.82,0.20,0.62,"15,210",18.62,0.20,0.62,2
2024,3,26,11906175,21840722,1.72,1.00,0.72,"37,980",22.12,1.00,0.72,2
2024,3,26,11863585,21825156,2.42,0.65,1.77,"70,200",29.05,0.65,2.02,2
2024,3,27,11863585,21825156,3.08,0.83,2.25,"85,800",27.83,0.83,2.92,1
2024,3,27,11856075,21841708,0.80,0.00,0.80,"21,300",26.63,0.00,0.80,1
2024,3,27,13824055,21854828,1.13,0.20,0.93,"33,000",29.12,0.20,1.13,1
2024,3,27,11863185,21848105,1.90,0.93,0.97,"30,000",15.79,0.93,1.90,1
2024,3,27,11862195,21848170,0.87,0.43,0.43,"7,560",8.72,0.43,0.43,1
2024,3,27,13951345,21836617,0.82,0.50,0.32,"3,090",3.78,0.50,0.82,1
2024,3,27,11867165,21848106,0.55,0.00,0.55,"9,000",16.36,0.00,0.55,1
2024,3,27,11867295,21848108,0.53,0.37,0.17,"7,800",14.63,0.37,0.53,1
2024,3,27,11867295,21848108,4.27,0.30,3.97,"147,420",34.55,0.30,4.27,2
2024,3,27,13848995,21850681,0.73,0.32,0.42,"14,910",20.33,0.32,0.73,2
2024,3,27,11862075,21833128,2.62,0.70,1.92,"82,500",31.53,0.70,2.28,2
2024,3,27,13986735,21850271,1.43,1.00,0.43,"13,500",9.42,1.00,1.20,2
2024,3,28,13986735,21850271,0.42,0.17,0.25,"3,000",7.20,0.17,0.25,1
2024,3,28,13171215,13171215,1.12,0.68,0.43,"7,530",6.74,0.68,1.12,1
2024,3,28,11863035,21841710,0.58,0.00,0.58,"20,790",35.64,0.00,0.58,1
2024,3,28,14442315,21858328,0.97,0.42,0.55,"14,760",15.27,0.42,0.97,1
2024,3,28,11862075,21848567,6.30,2.53,3.77,"151,800",24.10,2.53,6.30,1
2024,3,28,13947205,13947205,0.13,0.00,0.13,"1,500",11.25,0.00,0.13,1
2024,3,28,11861965,21866304,0.18,0.00,0.18,"4,500",24.55,0.00,0.18,1
2024,3,28,11861965,21866304,1.20,0.88,0.32,"10,560",8.80,0.88,1.20,2
2024,3,28,13171215,21863787,2.10,1.18,0.92,"37,440",17.83,1.18,1.95,2
2024,3,28,11856125,21841709,0.52,0.17,0.35,"14,850",28.74,0.17,0.52,2
2024,3,28,13296015,21850672,2.72,1.18,1.53,"37,470",13.79,1.18,1.72,2
2024,3,28,14022595,21850670,0.90,0.22,0.68,"22,500",25.00,0.22,0.90,2
2024,3,28,12474085,21825161,1.82,0.90,0.92,"17,970",9.89,0.90,0.92,2
2024,4,1,11863015,21841795,1.07,0.50,0.57,"12,600",11.81,0.50,0.90,1
2024,4,1,11856145,21841872,1.92,1.10,0.82,"21,300",11.11,1.10,1.92,1
2024,4,1,11863315,21833131,2.12,0.77,1.35,"30,000",14.17,0.77,2.12,1
2024,4,1,17138595,21850272,1.32,0.10,1.22,"30,300",23.01,0.10,1.32,1
2024,4,1,11862185,21877131,3.32,0.18,3.13,"99,000",29.85,0.18,3.22,1
2024,4,1,11862185,21877131,0.43,0.43,0.00,"2,970",6.85,0.43,0.00,2
2024,4,1,13599145,21858445,0.17,0.00,0.17,"3,060",18.36,0.00,0.17,2
2024,4,1,17017215,21876372,0.62,0.20,0.42,"13,500",21.89,0.20,0.62,2
2024,4,1,12663555,21876371,2.50,0.42,2.08,"74,730",29.89,0.42,2.50,2
2024,4,1,13174205,21879014,0.20,0.17,0.03,"1,025",5.13,0.17,0.03,2
2024,4,1,11862375,21850671,4.28,0.88,3.40,"151,800",35.44,0.88,4.28,2
2024,4,1,12842285,21878598,0.45,0.32,0.13,"4,500",10.00,0.32,0.45,2
2024,4,1,11911075,21848571,0.58,0.55,0.03,"1,500",2.57,0.55,0.27,2
2024,4,2,11911075,21848571,2.88,1.42,1.47,"36,000",12.49,1.42,2.72,1
2024,4,2,11862395,21848568,4.63,0.37,4.27,"150,600",32.50,0.37,4.63,1
2024,4,2,14022655,21856301,0.62,0.00,0.62,"13,500",21.89,0.00,0.62,1
2024,4,2,13599145,21878981,1.62,0.28,1.33,"34,500",21.34,0.28,1.62,1
2024,4,2,13599145,21878981,0.72,0.28,0.43,"3,000",4.19,0.28,0.72,1
2024,4,2,11862395,21887112,1.35,0.22,1.13,"45,030",33.36,0.22,1.35,2
2024,4,2,11906175,21848570,3.50,1.08,2.42,"75,150",21.47,1.08,3.50,2
2024,4,2,11867325,21825160,3.73,1.03,2.70,"121,680",32.59,1.03,3.42,2
2024,4,3,11867325,21825160,1.40,0.17,1.23,"34,320",24.51,0.17,1.23,1
2024,4,3,12667495,21878979,1.53,0.62,0.92,"14,400",9.39,0.62,1.53,1
2024,4,3,11862175,21887193,5.00,0.50,4.50,"155,430",31.09,0.50,5.00,1
2024,4,3,17158795,21878983,0.17,0.00,0.17,"1,500",9.00,0.00,0.17,1
2024,4,3,17158805,21878980,0.13,0.00,0.13,"1,500",11.25,0.00,0.13,1
2024,4,3,13849125,21887383,1.52,0.47,1.05,"31,500",20.77,0.47,1.52,1
2024,4,3,13849125,21887383,0.40,0.00,0.40,"10,500",26.25,0.00,0.40,2
2024,4,3,17158815,21878982,0.27,0.17,0.10,"1,530",5.74,0.17,0.27,2
2024,4,3,17158825,21879180,0.35,0.22,0.13,"1,500",4.29,0.22,0.35,2
2024,4,3,13950415,21887196,0.27,0.00,0.27,"7,470",28.01,0.00,0.27,2
2024,4,3,13824055,21887195,0.35,0.17,0.18,"7,470",21.34,0.17,0.35,2
2024,4,3,12667495,21878978,1.10,0.67,0.43,"13,536",12.31,0.67,1.10,2
2024,4,3,11863585,21864704,4.92,1.22,3.70,"156,000",31.73,1.22,4.92,2
2024,4,3,11867205,21893678,1.53,0.85,0.68,"13,500",8.80,0.85,1.30,2
2024,4,4,11867205,21893678,1.43,0.30,1.13,"31,500",21.98,0.30,1.27,1
2024,4,4,11863185,21896388,1.12,0.00,1.12,"4,500",4.03,0.00,1.12,1
2024,4,4,11862205,21850719,3.45,0.97,2.48,"82,500",23.91,0.97,2.85,1
2024,4,4,17189885,21887874,0.35,0.00,0.35,"6,570",18.77,0.00,0.35,1
2024,4,4,13736205,21894923,1.58,1.05,0.53,"18,000",11.37,1.05,1.58,1
2024,4,4,13296015,21894151,1.33,0.00,1.33,"37,860",28.40,0.00,1.33,1
2024,4,4,14039435,21894926,0.13,0.00,0.13,"1,470",11.03,0.00,0.13,1
2024,4,4,13986735,21894157,0.08,0.00,0.08,"1,230",14.76,0.00,0.08,1
2024,4,4,11863325,21894148,0.18,0.18,0.00,"1,500",8.18,0.18,0.18,1
2024,4,4,11863325,21894148,0.75,0.62,0.13,"4,548",6.06,0.62,0.75,2
2024,4,4,11906065,21894149,0.63,0.00,0.63,"22,440",35.43,0.00,0.63,2
2024,4,4,13951355,21894155,0.40,0.17,0.23,"9,450",23.63,0.17,0.40,2
2024,4,4,17227075,21824168,1.20,0.83,0.37,"6,150",5.13,0.83,1.20,2
2024,4,4,13986725,21894156,0.88,0.33,0.55,"21,480",24.32,0.33,0.55,2
2024,4,4,14240325,21894161,1.90,0.42,1.48,"37,290",19.63,0.42,1.90,2
2024,4,4,11862375,21894147,2.35,0.40,1.95,"82,500",35.11,0.40,2.20,2
2024,4,4,13849005,21894925,1.05,0.60,0.45,"13,500",12.86,0.60,0.82,2
2024,4,5,13849005,21894925,0.20,0.17,0.03,"3,000",15.00,0.17,0.03,1
2024,4,5,11914195,21894154,2.15,1.20,0.95,"26,400",12.28,1.20,2.15,1
2024,4,5,11862325,21902024,0.22,0.00,0.22,"3,000",13.85,0.00,0.22,1
2024,4,5,17008525,21902842,0.45,0.00,0.45,"3,000",6.67,0.00,0.45,1
2024,4,5,11862205,21894150,2.37,0.00,2.37,"82,500",34.86,0.00,2.37,1
2024,4,5,11905965,21894152,0.95,0.00,0.95,"17,999",18.95,0.00,0.95,1
2024,4,5,11867325,21887409,3.37,1.17,2.20,"76,440",22.70,1.17,3.37,1
2024,4,5,11867325,21887409,2.55,0.47,2.08,"79,440",31.15,0.47,2.42,2
2024,4,5,11867295,21856300,2.60,0.95,1.65,"77,460",29.79,0.95,2.27,2
2024,4,5,12680205,21910675,2.03,1.50,0.53,"15,000",7.38,1.50,1.03,2
2024,4,5,11869645,21910674,2.10,0.57,1.53,"52,500",25.00,0.57,1.70,2
2024,4,8,11869645,21910674,0.93,0.17,0.77,"22,500",24.11,0.17,0.77,1
2024,4,8,11867325,21887410,5.10,0.85,4.25,"156,000",30.59,0.85,4.48,1
2024,4,8,13986185,21913452,0.68,0.00,0.68,"15,240",22.30,0.00,0.68,1
2024,4,8,11860895,21848575,2.12,0.83,1.28,"44,940",21.23,0.83,2.12,1
2024,4,8,11863585,21887408,0.90,0.58,0.32,"7,800",8.67,0.58,0.32,1
2024,4,8,11863585,21887408,2.67,1.80,0.87,"37,170",13.94,1.80,1.62,2
2024,4,8,11862375,21913878,4.18,2.03,2.15,"101,520",24.27,2.03,3.18,2
2024,4,8,14348825,21894158,0.47,0.20,0.27,"8,875",19.02,0.20,0.47,2
2024,4,8,12916725,21913884,0.43,0.20,0.23,"7,500",17.31,0.20,0.43,2
2024,4,8,17029485,21894927,1.02,0.63,0.38,"8,500",8.36,0.63,0.38,2
2024,4,8,11863235,21913880,0.48,0.23,0.25,"6,000",12.41,0.23,0.25,2
2024,4,9,11863235,21913880,0.95,0.57,0.38,"9,000",9.47,0.57,0.78,1
2024,4,9,17359255,21902841,0.25,0.00,0.25,"3,000",12.00,0.00,0.25,1
2024,4,9,11862015,21922162,2.10,1.63,0.47,"6,000",2.86,1.63,0.47,1
2024,4,9,11863025,21913879,3.48,0.63,2.85,"82,350",23.64,0.63,3.48,1
2024,4,9,11906055,21913883,2.95,0.78,2.17,"57,000",19.32,0.78,2.95,1
2024,4,9,11906055,21913883,0.75,0.17,0.58,"17,940",23.92,0.17,0.75,2
2024,4,9,12916725,21920520,0.47,0.17,0.30,"7,440",15.94,0.17,0.47,2
2024,4,9,13849005,21913887,0.92,0.73,0.18,"7,470",8.15,0.73,0.92,2
2024,4,9,11860775,21913874,1.67,0.25,1.42,"37,425",22.46,0.25,1.67,2
2024,4,9,14022635,21913889,1.43,0.53,0.90,"22,500",15.70,0.53,1.18,2
2024,4,9,11862205,21913875,2.23,0.28,1.95,"82,500",36.94,0.28,1.95,2
2024,4,9,13296015,21913885,1.77,1.27,0.50,"18,000",10.19,1.27,1.53,2
2024,4,10,13296015,21913885,1.37,0.17,1.20,"27,000",19.76,0.17,1.20,1
2024,4,10,14022505,21929751,0.73,0.18,0.55,"11,500",15.68,0.18,0.73,1
2024,4,10,17017575,21929623,0.47,0.00,0.47,"7,500",16.07,0.00,0.47,1
2024,4,10,14022655,21920216,1.38,0.00,1.38,"18,000",13.01,0.00,1.38,1
2024,4,10,13599145,21922473,1.72,0.20,1.52,"34,500",20.10,0.20,1.72,1
2024,4,10,11862015,21927902,1.18,0.15,1.03,"22,500",19.01,0.15,1.18,1
2024,4,10,11867325,21913882,2.85,0.93,1.92,"74,880",26.27,0.93,2.85,1
2024,4,10,11867325,21913882,3.03,0.65,2.38,"80,760",26.62,0.65,2.88,2
2024,4,10,11862195,21938741,0.73,0.25,0.48,"14,970",20.41,0.25,0.73,2
2024,4,10,11867145,21913460,0.98,0.43,0.55,"13,530",13.76,0.43,0.55,2
2024,4,10,12680205,21929622,0.30,0.00,0.30,"3,030",10.10,0.00,0.30,2
2024,4,10,14043055,21913453,0.15,0.00,0.15,990,6.60,0.00,0.15,2
2024,4,10,17319805,21922474,1.98,1.45,0.53,"17,880",9.02,1.45,0.77,2
2024,4,10,11862185,21935740,2.05,0.90,1.15,"52,800",25.76,0.90,1.15,2
2024,4,11,11862185,21935740,1.85,0.62,1.23,"49,500",26.76,0.62,1.68,1
2024,4,11,17138245,21901820,1.18,0.52,0.67,"10,000",8.45,0.52,1.18,1
2024,4,11,11862205,21931013,2.62,0.57,2.05,"82,500",31.53,0.57,2.62,1
2024,4,11,17111915,17111915,0.75,0.00,0.75,"11,650",15.53,0.00,0.75,1
2024,4,11,11911015,21904329,3.33,0.68,2.65,"73,500",22.05,0.68,3.33,1
2024,4,11,11911015,21904329,0.68,0.67,0.02,"1,680",2.46,0.67,0.02,2
2024,4,11,14022635,21935744,1.00,0.25,0.75,"22,350",22.35,0.25,1.00,2
2024,4,11,12425015,21943960,0.37,0.27,0.10,"2,975",8.11,0.27,0.10,2
2024,4,11,13951355,21943830,0.40,0.00,0.40,"9,000",22.50,0.00,0.40,2
2024,4,11,11862375,21931015,3.15,0.70,2.45,"82,110",26.07,0.70,3.15,2
2024,4,11,13944935,21943829,0.40,0.00,0.40,"7,500",18.75,0.00,0.40,2
2024,4,11,17373725,21935745,0.73,0.33,0.40,"14,400",19.64,0.33,0.73,2
2024,4,11,17138245,21913891,1.08,1.05,0.03,"10,175",9.39,1.05,1.08,2
2024,4,11,11906055,21944142,1.38,0.58,0.80,"13,500",9.76,0.58,1.23,2
2024,4,12,11906055,21944142,2.52,0.40,2.12,"61,500",24.44,0.40,2.35,1
2024,4,12,12663555,21946667,2.77,0.17,2.60,"75,000",27.11,0.17,2.77,1
2024,4,12,14022605,21947995,0.88,0.17,0.72,"22,230",25.17,0.17,0.88,1
2024,4,12,14022555,21946668,1.45,0.60,0.85,"22,440",15.48,0.60,1.45,1
2024,4,12,14379825,21946669,0.77,0.50,0.27,"6,600",8.61,0.50,0.77,1
2024,4,12,12424845,21951868,0.27,0.00,0.27,"1,875",7.03,0.00,0.27,1
2024,4,12,11862185,21931012,1.05,0.58,0.47,"26,336",25.08,0.58,1.05,1
2024,4,12,11862185,21931012,1.08,0.15,0.93,"39,304",36.28,0.15,1.08,2
2024,4,12,13935505,21951869,1.80,1.13,0.67,"22,500",12.50,1.13,1.80,2
